file,vowel,speaker,dur,f0,f1,f2
b05uh,uh,b,150,217,637,1424
b07uh,uh,b,310,289,822,1489
b08uh,uh,b,242,201,667,1442
b09uh,uh,b,228,233,695,1423
b10uh,uh,b,248,203,612,1432
b11uh,uh,b,266,213,699,1454
b12uh,uh,b,298,254,762,1721
b13uh,uh,b,250,211,639,1454
b14uh,uh,b,215,210,697,1305
b15uh,uh,b,307,280,654,0
b16uh,uh,b,300,183,739,1411
b17uh,uh,b,239,257,696,1297
b18uh,uh,b,233,266,780,1428
b19uh,uh,b,241,235,754,1742
b21uh,uh,b,254,212,632,1352
b22uh,uh,b,296,255,746,1552
b23uh,uh,b,219,282,863,1566
b24uh,uh,b,158,213,685,1485
b25uh,uh,b,223,220,688,1251
b26uh,uh,b,292,216,670,1538
b27uh,uh,b,172,214,763,1522
b28uh,uh,b,212,206,667,1400
b29uh,uh,b,243,234,778,1422
g01uh,uh,g,200,247,740,1502
g02uh,uh,g,215,220,882,1623
g04uh,uh,g,275,268,784,1614
g05uh,uh,g,290,225,897,1494
g06uh,uh,g,218,238,754,1430
g07uh,uh,g,286,234,620,1579
g08uh,uh,g,303,242,695,1832
g09uh,uh,g,248,262,756,1579
g10uh,uh,g,222,229,880,1680
g11uh,uh,g,227,226,701,1563
g12uh,uh,g,226,248,796,1669
g13uh,uh,g,232,229,738,1626
g14uh,uh,g,259,208,633,1454
g15uh,uh,g,302,247,684,1732
g17uh,uh,g,215,256,782,1622
g18uh,uh,g,226,207,744,1854
g19uh,uh,g,184,227,885,1629
g20uh,uh,g,210,248,1045,1609
g21uh,uh,g,177,229,646,1578
m01uw,uw,m,281,184,374,931
m02uw,uw,m,257,114,319,938
m03uw,uw,m,420,101,360,953
m04uw,uw,m,288,144,422,1299
m06uw,uw,m,231,120,366,919
m07uw,uw,m,231,113,326,997
m08uw,uw,m,239,126,382,1058
m09uw,uw,m,296,136,384,1234
m10uw,uw,m,237,156,338,1087
m11uw,uw,m,327,161,319,936
m13uw,uw,m,240,116,371,793
m14uw,uw,m,260,115,379,1123
m16uw,uw,m,183,148,382,994
m17uw,uw,m,210,174,339,860
m18uw,uw,m,264,147,415,1016
m19uw,uw,m,226,165,455,1181
m20uw,uw,m,284,156,370,889
m21uw,uw,m,196,116,372,1010
m22uw,uw,m,275,128,387,1123
m23uw,uw,m,230,132,389,959
m24uw,uw,m,239,147,435,1137
m25uw,uw,m,204,123,372,972
m26uw,uw,m,225,123,374,921
m27uw,uw,m,207,123,371,950
m28uw,uw,m,197,189,377,888
m29uw,uw,m,185,143,401,980
m30uw,uw,m,288,105,313,861
m31uw,uw,m,171,199,379,982
m32uw,uw,m,185,165,402,809
m33uw,uw,m,241,160,373,931
m34uw,uw,m,244,131,377,1008
m35uw,uw,m,254,114,357,1130
m36uw,uw,m,265,124,388,982
m37uw,uw,m,193,143,409,846
m38uw,uw,m,195,153,377,1063
m39uw,uw,m,250,192,387,967
m40uw,uw,m,205,151,316,893
m41uw,uw,m,200,154,437,1085
m42uw,uw,m,256,154,435,1070
m44uw,uw,m,219,113,365,999
m45uw,uw,m,245,224,437,871
m47uw,uw,m,250,147,413,1193
m48uw,uw,m,212,132,378,893
m49uw,uw,m,125,171,374,887
m50uw,uw,m,222,130,389,1033
w01uw,uw,w,281,260,503,1068
w02uw,uw,w,409,218,435,1384
w03uw,uw,w,271,211,431,788
w04uw,uw,w,430,216,436,1415
w05uw,uw,w,328,223,455,994
w06uw,uw,w,311,219,437,1113
w07uw,uw,w,384,211,384,1084
w08uw,uw,w,287,258,503,1514
w09uw,uw,w,265,265,504,1096
w10uw,uw,w,351,238,473,1113
w11uw,uw,w,377,232,461,1627
w12uw,uw,w,300,242,477,998
w13uw,uw,w,298,231,445,1136
w14uw,uw,w,241,239,483,1117
w15uw,uw,w,298,262,466,778
w16uw,uw,w,268,225,440,1122
w17uw,uw,w,266,216,436,911
w19uw,uw,w,293,257,506,1030
w20uw,uw,w,283,171,360,1034
w21uw,uw,w,378,247,491,1260
w22uw,uw,w,310,199,391,971
w23uw,uw,w,363,210,431,1003
w24uw,uw,w,327,268,525,1065
w25uw,uw,w,382,226,448,1369
w26uw,uw,w,333,230,445,881
w27uw,uw,w,234,256,503,963
w28uw,uw,w,182,261,508,1001
w29uw,uw,w,274,297,510,917
w30uw,uw,w,274,268,502,1050
w31uw,uw,w,277,237,488,1119
w32uw,uw,w,242,238,477,1184
w33uw,uw,w,291,272,504,1068
w34uw,uw,w,244,242,483,938
w35uw,uw,w,294,232,448,1463
w36uw,uw,w,405,219,438,1711
w37uw,uw,w,406,220,437,1178
w38uw,uw,w,277,260,504,1041
w39uw,uw,w,266,215,429,827
w40uw,uw,w,296,223,438,1078
w41uw,uw,w,235,237,450,916
w42uw,uw,w,272,255,474,974
w44uw,uw,w,346,254,430,954
w45uw,uw,w,340,204,415,1001
w46uw,uw,w,302,166,362,1351
w47uw,uw,w,272,238,482,987
w48uw,uw,w,265,234,458,1163
w49uw,uw,w,248,240,467,993
w50uw,uw,w,308,265,491,1317
b01uw,uw,b,253,246,502,1540
b02uw,uw,b,327,287,559,1312
b03uw,uw,b,304,194,506,2378
b04uw,uw,b,292,258,503,1104
b05uw,uw,b,260,240,481,1226
b07uw,uw,b,303,330,609,1658
b08uw,uw,b,262,228,440,1124
b09uw,uw,b,211,255,503,1119
b10uw,uw,b,275,215,463,1676
b11uw,uw,b,246,197,430,1448
b12uw,uw,b,313,258,503,1255
b13uw,uw,b,233,209,435,1312
b14uw,uw,b,263,206,418,940
b15uw,uw,b,324,282,548,1123
b16uw,uw,b,274,241,491,1467
b17uw,uw,b,228,262,505,1296
b18uw,uw,b,269,278,548,1377
b19uw,uw,b,270,281,550,1114
b21uw,uw,b,320,260,504,997
b22uw,uw,b,243,256,504,1515
b23uw,uw,b,251,283,557,0
b24uw,uw,b,214,221,438,1336
b25uw,uw,b,286,219,436,1170
b26uw,uw,b,320,235,449,916
b27uw,uw,b,233,254,495,1283
b28uw,uw,b,255,216,434,1297
b29uw,uw,b,302,249,498,1509
g01uw,uw,g,327,251,500,1724
g02uw,uw,g,236,188,435,1059
g04uw,uw,g,300,288,556,1736
g05uw,uw,g,378,219,437,1733
g06uw,uw,g,246,256,480,1011
g07uw,uw,g,367,255,503,821
g08uw,uw,g,315,271,540,1653
g09uw,uw,g,307,303,568,1508
g10uw,uw,g,318,216,460,1422
g11uw,uw,g,324,238,460,1291
g12uw,uw,g,273,276,540,1998
g13uw,uw,g,286,273,527,1407
g14uw,uw,g,304,239,486,968
g15uw,uw,g,368,244,496,1739
g17uw,uw,g,245,236,490,2179
g18uw,uw,g,315,214,435,1829
g19uw,uw,g,192,243,497,1334
g20uw,uw,g,248,248,498,1740
g21uw,uw,g,227,225,446,1533
